,UserId,ProductId,Rating,Timestamp,Year,Month
42,A22ZFXQE8AWPEP,0MHc77B9cqN5PY8xnvu0,1,1383177600,2019,10
43,A6R426V4J7AOM,0MHc77B9cqN5PY8xnvu0,5,1384992000,2019,11
44,A9ZNJ2AXPO652,0MHc77B9cqN5PY8xnvu0,2,1386028800,2019,12
45,A169NC0ZW6XKRD,0MHc77B9cqN5PY8xnvu0,3,1391558400,2020,2
46,AZWRTJPN7NXT,0MHc77B9cqN5PY8xnvu0,5,1383004800,2019,10
47,A22ZFXQE8AWPEP,0MHc77B9cqN5PY8xnvu0,1,1383177600,2019,10
48,AH344ZAN5GNOM,0MHc77B9cqN5PY8xnvu0,5,1391558400,2020,2
49,A1YQUT1H2ENJ8U,0MHc77B9cqN5PY8xnvu0,4,1383004800,2019,10
50,A22VW0P4VZHDE3,0MHc77B9cqN5PY8xnvu0,5,1384128000,2019,11
51,A6R426V4J7AOM,0MHc77B9cqN5PY8xnvu0,5,1384732800,2019,11
52,A22ZFXQE8AWPEP,0MHc77B9cqN5PY8xnvu0,1,1384992000,2019,11
53,A6R426V4J7AOM,0MHc77B9cqN5PY8xnvu0,5,1384992000,2019,11
54,A3C744AK5A6MMI,0MHc77B9cqN5PY8xnvu0,5,1385856000,2019,12
55,A2H6SFTV2892Z8,0MHc77B9cqN5PY8xnvu0,5,1384992000,2019,11
56,A225CH9TTQPC4B,0MHc77B9cqN5PY8xnvu0,1,1393891200,2020,3
57,A2F6NPTGDMFXN9,0MHc77B9cqN5PY8xnvu0,1,1385596800,2019,11
58,A2H6SFTV2892Z8,0MHc77B9cqN5PY8xnvu0,5,1384992000,2019,11
59,A1DC0DSF3H3BCW,0MHc77B9cqN5PY8xnvu0,3,1391817600,2020,2
60,A3TR91FJ4MNFY9,0MHc77B9cqN5PY8xnvu0,5,1391558400,2020,2
61,A22ZFXQE8AWPEP,0MHc77B9cqN5PY8xnvu0,1,1384992000,2019,11
62,A3IANSH41YHFP1,0MHc77B9cqN5PY8xnvu0,5,1389830400,2020,1
63,A2NRG4NQMLHDJQ,0MHc77B9cqN5PY8xnvu0,1,1385769600,2019,11
64,A6R426V4J7AOM,0MHc77B9cqN5PY8xnvu0,5,1383868800,2019,11
65,A2H6SFTV2892Z8,0MHc77B9cqN5PY8xnvu0,5,1384992000,2019,11
66,A22ZFXQE8AWPEP,0MHc77B9cqN5PY8xnvu0,1,1384992000,2019,11
67,A32G79IU2NJ2HS,0MHc77B9cqN5PY8xnvu0,1,1388188800,2019,12
68,A2H6SFTV2892Z8,0MHc77B9cqN5PY8xnvu0,5,1384992000,2019,11
69,A3L2VTHD6W1E2Z,0MHc77B9cqN5PY8xnvu0,2,1386201600,2019,12
70,A3L2VTHD6W1E2Z,0MHc77B9cqN5PY8xnvu0,1,1386201600,2019,12
71,A1BG8QW55XHN6U,0MHc77B9cqN5PY8xnvu0,5,1384732800,2019,11
72,A2H6SFTV2892Z8,0MHc77B9cqN5PY8xnvu0,5,1384992000,2019,11
73,A22VW0P4VZHDE3,0MHc77B9cqN5PY8xnvu0,5,1385856000,2019,12
74,A2H6SFTV2892Z8,0MHc77B9cqN5PY8xnvu0,5,1384992000,2019,11
75,A6R426V4J7AOM,0MHc77B9cqN5PY8xnvu0,5,1384992000,2019,11
76,A15THVWZS6GQZY,0MHc77B9cqN5PY8xnvu0,5,1388102400,2019,12
77,A1BG8QW55XHN6U,0MHc77B9cqN5PY8xnvu0,5,1385424000,2019,11
78,A2H6SFTV2892Z8,0MHc77B9cqN5PY8xnvu0,5,1384992000,2019,11
79,A1VCW66KPTNUV8,0MHc77B9cqN5PY8xnvu0,1,1385424000,2019,11
80,AO5JB67V93FBL,0MHc77B9cqN5PY8xnvu0,5,1388620800,2020,1
81,A1GWD6BDCLGC82,0MHc77B9cqN5PY8xnvu0,1,1388016000,2019,12
82,AJ85OD05LNNUY,0MHc77B9cqN5PY8xnvu0,2,1404172800,2020,7
83,A1E5CS6UI1LWQF,0MHc77B9cqN5PY8xnvu0,5,1390608000,2020,1
84,A1SWCNGOR3GMOQ,0MHc77B9cqN5PY8xnvu0,5,1393286400,2020,2
85,A1BG8QW55XHN6U,0MHc77B9cqN5PY8xnvu0,5,1385596800,2019,11
86,A22ZFXQE8AWPEP,0MHc77B9cqN5PY8xnvu0,1,1386028800,2019,12
87,A22ZFXQE8AWPEP,0MHc77B9cqN5PY8xnvu0,1,1385683200,2019,11
88,A2IOZRH02O4C9S,0MHc77B9cqN5PY8xnvu0,1,1392076800,2020,2
89,A2H6SFTV2892Z8,0MHc77B9cqN5PY8xnvu0,5,1384992000,2019,11
90,A1RGXKJ4RFIOCX,0MHc77B9cqN5PY8xnvu0,1,1394755200,2020,3
91,A11OEJ4R1PDTLN,0MHc77B9cqN5PY8xnvu0,1,1391385600,2020,2
92,A22ZFXQE8AWPEP,0MHc77B9cqN5PY8xnvu0,1,1386028800,2019,12
93,A1BG8QW55XHN6U,0MHc77B9cqN5PY8xnvu0,5,1385424000,2019,11
94,A1BG8QW55XHN6U,0MHc77B9cqN5PY8xnvu0,5,1385424000,2019,11
95,A1BG8QW55XHN6U,0MHc77B9cqN5PY8xnvu0,5,1385424000,2019,11
96,A1BG8QW55XHN6U,0MHc77B9cqN5PY8xnvu0,5,1385424000,2019,11
97,A6R426V4J7AOM,0MHc77B9cqN5PY8xnvu0,5,1385856000,2019,12
98,A1BG8QW55XHN6U,0MHc77B9cqN5PY8xnvu0,5,1385596800,2019,11
99,AZ4FR14IPKML7,1632aNRBOPuWZXyh3Np1,5,1388966400,2020,1
100,A251DS38L87XWF,1632aNRBOPuWZXyh3Np1,1,1391299200,2020,2
101,A1BG8QW55XHN6U,1632aNRBOPuWZXyh3Np1,5,1385596800,2019,11
102,A22ZFXQE8AWPEP,1632aNRBOPuWZXyh3Np1,1,1386028800,2019,12
103,A1Z03R982SX8V2,1632aNRBOPuWZXyh3Np1,4,1389916800,2020,1
104,A1ZY0K46FYOTB6,1632aNRBOPuWZXyh3Np1,5,1357603200,2019,1
105,A3MAATZ091QZGE,1632aNRBOPuWZXyh3Np1,5,1372550400,2019,6
106,A35XCJ5P6ZKRE9,1632aNRBOPuWZXyh3Np1,5,1340755200,2018,6
107,A2B3YKKXVN28TW,1632aNRBOPuWZXyh3Np1,5,1385856000,2019,12
108,A2RDR51FRB58LD,1632aNRBOPuWZXyh3Np1,5,1328918400,2018,2
109,A2MSCG0YX85RL4,1632aNRBOPuWZXyh3Np1,5,1375833600,2019,8
110,A2P8AUMTM6O605,1632aNRBOPuWZXyh3Np1,5,1403913600,2020,6
111,A3SN6TKIXQI7RP,1632aNRBOPuWZXyh3Np1,5,1375488000,2019,8
112,A1MLJHYS35C4X6,1632aNRBOPuWZXyh3Np1,5,1373414400,2019,7
113,A2FTLN4PYZE7S6,1632aNRBOPuWZXyh3Np1,5,1403827200,2020,6
114,ATPHIBSTV1NY5,1632aNRBOPuWZXyh3Np1,5,1356739200,2018,12
115,A1QWS6V26JZ5OX,1632aNRBOPuWZXyh3Np1,5,1371340800,2019,6
116,A1VK4ALI1QOF5U,1632aNRBOPuWZXyh3Np1,4,1356912000,2018,12
117,A1GIXQUBPA0DPT,1632aNRBOPuWZXyh3Np1,5,1298246400,2017,2
118,A22L53OZ7IDQX3,1632aNRBOPuWZXyh3Np1,5,1310774400,2017,7
119,AAOU507M8SF9E,1632aNRBOPuWZXyh3Np1,5,1320019200,2017,10
120,A2DIOCFQZQFD9O,1632aNRBOPuWZXyh3Np1,4,1331510400,2018,3
121,A17Z7DO3IFHZOE,1632aNRBOPuWZXyh3Np1,5,1399593600,2020,5
122,A120LZ9VNR3YI0,1632aNRBOPuWZXyh3Np1,3,1294617600,2017,1
123,A39QH03VD9U048,1632aNRBOPuWZXyh3Np1,3,1373155200,2019,7
124,A95YCV8FK2LCM,1632aNRBOPuWZXyh3Np1,4,1295395200,2017,1
125,AP57TEKK91CIM,1632aNRBOPuWZXyh3Np1,5,1375833600,2019,8
126,A3OQ3FVYBU7SBD,1632aNRBOPuWZXyh3Np1,5,1382400000,2019,10
127,A2GDJP70RVLDKY,1632aNRBOPuWZXyh3Np1,5,1373068800,2019,7
128,A2BQ8DVGEGWAFY,1632aNRBOPuWZXyh3Np1,4,1355011200,2018,12
129,A2A0EW34FZH9Z7,1632aNRBOPuWZXyh3Np1,5,1394755200,2020,3
130,A1D6UAVLQUS41B,1632aNRBOPuWZXyh3Np1,5,1381449600,2019,10
131,A2VRUBSVHDDOU9,1632aNRBOPuWZXyh3Np1,5,1382486400,2019,10
132,A276N142RFK6EF,1632aNRBOPuWZXyh3Np1,5,1404345600,2020,7
133,A2HNQ3JHXDSVMW,1632aNRBOPuWZXyh3Np1,3,1361491200,2019,2
134,ADURH4ZDRMZV6,1632aNRBOPuWZXyh3Np1,4,1369440000,2019,5
135,AXVLSEEYTC4Z9,1632aNRBOPuWZXyh3Np1,1,1372809600,2019,7
136,AGGXC77INUISD,1632aNRBOPuWZXyh3Np1,5,1405296000,2020,7
137,A10REFE1TW3ZVT,1632aNRBOPuWZXyh3Np1,5,1350691200,2018,10
138,A3M7ROZKQW6F69,1632aNRBOPuWZXyh3Np1,4,1351814400,2018,11
139,A271KYL82709TY,1632aNRBOPuWZXyh3Np1,5,1382400000,2019,10
140,A1OON4OPP58E26,1632aNRBOPuWZXyh3Np1,5,1372204800,2019,6
141,A3COLQK8Y9V9A5,1632aNRBOPuWZXyh3Np1,5,1345680000,2018,8
142,A28H0PAQPYKN94,1632aNRBOPuWZXyh3Np1,5,1371859200,2019,6
143,AYI1LDJYGG0ZK,1632aNRBOPuWZXyh3Np1,4,1357257600,2019,1
144,A3T5EYVSBN3QQX,1632aNRBOPuWZXyh3Np1,2,1363219200,2019,3
145,A3E4N6O6WC8LEX,1632aNRBOPuWZXyh3Np1,5,1323216000,2017,12
146,A30IURTQM5NNA4,1632aNRBOPuWZXyh3Np1,5,1376524800,2019,8
147,A100GYE1W4OXZ8,1632aNRBOPuWZXyh3Np1,5,1372032000,2019,6
148,A1ZWS1H6H06Y2J,1632aNRBOPuWZXyh3Np1,5,1342915200,2018,7
149,A3BMQUL5QATQIW,1632aNRBOPuWZXyh3Np1,5,1368057600,2019,5
150,AI5JNFT6YBQQY,1632aNRBOPuWZXyh3Np1,5,1362873600,2019,3
151,A2H79ANDK766S1,1632aNRBOPuWZXyh3Np1,4,1404432000,2020,7
152,A3LO1A9N0F0TXE,1632aNRBOPuWZXyh3Np1,5,1345507200,2018,8
153,A2JYNUBR7H2W41,1632aNRBOPuWZXyh3Np1,5,1339027200,2018,6
154,A2O9UKJ2FR0GZ4,1632aNRBOPuWZXyh3Np1,5,1389225600,2020,1
155,A1O5Z4ZKPMHORQ,1632aNRBOPuWZXyh3Np1,5,1326499200,2018,1
156,A366PG2T9L9VSW,1632aNRBOPuWZXyh3Np1,2,1373068800,2019,7
157,A11AT6B3912DCU,1632aNRBOPuWZXyh3Np1,5,1356652800,2018,12
158,A2RCLQ2PS3PN8H,1632aNRBOPuWZXyh3Np1,5,1384300800,2019,11
159,A445U3NN5XBYK,1632aNRBOPuWZXyh3Np1,3,1374451200,2019,7
160,A3GAMJUEB4A4J9,1632aNRBOPuWZXyh3Np1,5,1381363200,2019,10
161,A7BCFTL2PU1NZ,1632aNRBOPuWZXyh3Np1,5,1359676800,2019,2
162,A87X19PQJFYFA,1632aNRBOPuWZXyh3Np1,5,1371859200,2019,6
163,A2F5SHIP4HF9,1632aNRBOPuWZXyh3Np1,5,1371254400,2019,6
164,A305WEYT5UZKCZ,1632aNRBOPuWZXyh3Np1,5,1365724800,2019,4
165,A2E8U0H25VGG3O,1632aNRBOPuWZXyh3Np1,1,1322438400,2017,11
166,A2S1HDSZ0OGW1M,1632aNRBOPuWZXyh3Np1,5,1332028800,2018,3
167,AFRE5F3MKUKME,1632aNRBOPuWZXyh3Np1,1,1392595200,2020,2
168,A11Q1HQ84F8POH,1632aNRBOPuWZXyh3Np1,1,1327017600,2018,1
169,A2CCV112TWLK7A,1632aNRBOPuWZXyh3Np1,5,1357084800,2019,1
170,A2099WPFJKJKZC,1632aNRBOPuWZXyh3Np1,4,1377043200,2019,8
171,A1T8YQ4FFMWQPC,1632aNRBOPuWZXyh3Np1,5,1387065600,2019,12
172,AZLE2XFH3JUNG,1632aNRBOPuWZXyh3Np1,5,1367193600,2019,4
173,A99JEK1Z8S1T0,1632aNRBOPuWZXyh3Np1,5,1404864000,2020,7
174,A2OCBW6UQ8GS7L,1632aNRBOPuWZXyh3Np1,5,1252281600,2015,9
175,AI6IXAB24N30W,1632aNRBOPuWZXyh3Np1,1,1264118400,2016,1
176,AZLE2XFH3JUNG,1632aNRBOPuWZXyh3Np1,5,1367193600,2019,4
177,A2GPHFP5QKF0CO,1632aNRBOPuWZXyh3Np1,2,1374192000,2019,7
178,A2ZZ26N7K9BSFB,1632aNRBOPuWZXyh3Np1,5,1376956800,2019,8
179,A1MID7V80H36FX,1632aNRBOPuWZXyh3Np1,2,1365724800,2019,4
180,A10ZKDOZOSH219,1632aNRBOPuWZXyh3Np1,5,1347235200,2018,9
181,A1CNSLLYW5A8YB,1632aNRBOPuWZXyh3Np1,5,1397433600,2020,4
182,ARUSOE3CJ7TNF,1632aNRBOPuWZXyh3Np1,1,1395619200,2020,3
183,A2Z9QP4MZ2HXCZ,1632aNRBOPuWZXyh3Np1,3,1376352000,2019,8
184,ACZ94JB8BFMJ9,1632aNRBOPuWZXyh3Np1,5,1385251200,2019,11
185,A36ZKFLSDE8WX5,1632aNRBOPuWZXyh3Np1,5,1270252800,2016,4
186,AVCSVH9L0BPIF,1632aNRBOPuWZXyh3Np1,5,1341532800,2018,7
187,A2VF4TALLW8G9,1632aNRBOPuWZXyh3Np1,5,1396915200,2020,4
188,A3UFMKLD77O21S,1632aNRBOPuWZXyh3Np1,5,1302652800,2017,4
189,A1QPQIJVS0JC5Y,1632aNRBOPuWZXyh3Np1,5,1235606400,2015,2
190,A2UQZD76FKVQ6D,1632aNRBOPuWZXyh3Np1,5,1335225600,2018,4
191,A1LNS0V7YBBJJE,1632aNRBOPuWZXyh3Np1,5,1359158400,2019,1
192,A3B0M39TDARC6X,1632aNRBOPuWZXyh3Np1,5,1397347200,2020,4
193,A1ZNOA9OHWIVMH,1632aNRBOPuWZXyh3Np1,5,1347321600,2018,9
194,A15ELVI3I6G1SQ,1632aNRBOPuWZXyh3Np1,5,1329782400,2018,2
195,A35ELDPD0N7T0U,1632aNRBOPuWZXyh3Np1,5,1354924800,2018,12
196,A1B07LXV78TWZ,1632aNRBOPuWZXyh3Np1,5,1311724800,2017,7
197,A29LZJWIY7KJZR,1632aNRBOPuWZXyh3Np1,5,1341532800,2018,7
198,A13IIHXY0QX4Y4,1632aNRBOPuWZXyh3Np1,3,1356566400,2018,12
199,A1AM400PUH70WO,1t2Vd853zKMeKqPjFtNd,5,1371513600,2019,6
200,A18X2IP46I5JB8,1t2Vd853zKMeKqPjFtNd,5,1370476800,2019,6
201,A2DT0SAXS5DIL8,1t2Vd853zKMeKqPjFtNd,5,1294444800,2017,1
202,A29AQSCFQ1OZ9R,1t2Vd853zKMeKqPjFtNd,5,1360022400,2019,2
203,A225BCNNIG03JT,1t2Vd853zKMeKqPjFtNd,3,1316995200,2017,9
204,A3590W7FEAGQY4,1t2Vd853zKMeKqPjFtNd,5,1396051200,2020,3
205,A1U6E8IJEATCYM,1t2Vd853zKMeKqPjFtNd,5,1356998400,2019,1
206,A1X1X91COEBHVI,1t2Vd853zKMeKqPjFtNd,5,1395014400,2020,3
207,A2RNK4TW1FPXEF,1t2Vd853zKMeKqPjFtNd,5,1404259200,2020,7
208,AYHZNXRPOHMO2,1t2Vd853zKMeKqPjFtNd,5,1385078400,2019,11
209,A3NIHH9X6L3RRM,1t2Vd853zKMeKqPjFtNd,5,1396915200,2020,4
210,A1UDWB8WFFGN55,1t2Vd853zKMeKqPjFtNd,5,1361923200,2019,2
211,A20LFHVP5CMQ1,1t2Vd853zKMeKqPjFtNd,5,1394409600,2020,3
212,A16495HOSCEV0N,1t2Vd853zKMeKqPjFtNd,5,1403913600,2020,6
213,A22ET3HEUN5JNP,1t2Vd853zKMeKqPjFtNd,2,1342656000,2018,7
214,A1NNJ0MNFIF3Z8,1t2Vd853zKMeKqPjFtNd,5,1147046400,2012,5
215,A2C55XULIQ3F8I,1t2Vd853zKMeKqPjFtNd,4,1141948800,2012,3
216,AOJRTF5PJMIR6,1t2Vd853zKMeKqPjFtNd,5,1354147200,2018,11
217,ACUB5EB5F72B9,1t2Vd853zKMeKqPjFtNd,5,1360454400,2019,2
218,A1XD9BN1CBR8U4,1t2Vd853zKMeKqPjFtNd,5,1195948800,2013,11
219,A2K18LH5HC6K9B,1t2Vd853zKMeKqPjFtNd,5,1295654400,2017,1
220,A38JQUXZTKKHQP,1t2Vd853zKMeKqPjFtNd,4,1313884800,2017,8
221,A1QMSSMUBUXX5S,1t2Vd853zKMeKqPjFtNd,5,1368057600,2019,5
222,A3VUS3HC1CCVOQ,1t2Vd853zKMeKqPjFtNd,4,1358726400,2019,1
223,A19VNE2EF1QYNE,1t2Vd853zKMeKqPjFtNd,1,1361923200,2019,2
224,A1L8MP88Q3DXXJ,1t2Vd853zKMeKqPjFtNd,2,1363737600,2019,3
225,AEPAHTOT8YT04,1t2Vd853zKMeKqPjFtNd,5,1326067200,2018,1
226,AM0RSD59GI2IK,1t2Vd853zKMeKqPjFtNd,5,1325116800,2017,12
227,A2XYBHUJ7E1QDR,1t2Vd853zKMeKqPjFtNd,5,1376956800,2019,8
228,A39GFZUNMWJ44J,1t2Vd853zKMeKqPjFtNd,5,1303257600,2017,4
229,AEWKMTITVR260,1t2Vd853zKMeKqPjFtNd,5,1268697600,2016,3
230,A1C4OJZCDI8LN3,1t2Vd853zKMeKqPjFtNd,5,1373328000,2019,7
231,ACZBT8YQ2TYOY,1t2Vd853zKMeKqPjFtNd,5,1271721600,2016,4
232,A24662VRPFY4YK,1t2Vd853zKMeKqPjFtNd,4,1361404800,2019,2
233,A3S87ZOPB3UM9N,1t2Vd853zKMeKqPjFtNd,5,1289865600,2016,11
234,A18CAHNYYC8AA3,1t2Vd853zKMeKqPjFtNd,5,1397260800,2020,4
235,AGXDI4U7PAUGZ,1t2Vd853zKMeKqPjFtNd,5,1346803200,2018,9
236,ADZZCC6UUMA0N,1t2Vd853zKMeKqPjFtNd,5,1351296000,2018,10
237,A1F4CQTUN5WTEA,1t2Vd853zKMeKqPjFtNd,3,1343260800,2018,7
238,AQFATFCB1HBG3,1t2Vd853zKMeKqPjFtNd,5,1400716800,2020,5
239,ASPRENFTOYHO0,1t2Vd853zKMeKqPjFtNd,5,1371081600,2019,6
240,A2DOQ89OLXNHNL,1t2Vd853zKMeKqPjFtNd,5,1398038400,2020,4
241,A1IFYKTMBOTBP7,1t2Vd853zKMeKqPjFtNd,5,1357257600,2019,1
242,A364UC5PLUM8M3,1t2Vd853zKMeKqPjFtNd,5,1370217600,2019,6
243,AC4343QXC1BCQ,1t2Vd853zKMeKqPjFtNd,5,1359331200,2019,1
244,A7SVI5Q1WC3UP,1t2Vd853zKMeKqPjFtNd,5,1399939200,2020,5
245,A28UWG41MHTXGC,1t2Vd853zKMeKqPjFtNd,3,1369267200,2019,5
246,A2EH8T3LQS6EET,1t2Vd853zKMeKqPjFtNd,5,1377129600,2019,8
247,A1HBQHOWMXOLBM,1t2Vd853zKMeKqPjFtNd,3,1375315200,2019,8
248,A1MOOCFYF4BW9F,1t2Vd853zKMeKqPjFtNd,5,1356480000,2018,12
249,A31J5P90FNANXZ,1t2Vd853zKMeKqPjFtNd,4,1397606400,2020,4
250,A34LP4FWKYTHB5,1t2Vd853zKMeKqPjFtNd,4,1356480000,2018,12
251,A328DC9RTOA5WS,1t2Vd853zKMeKqPjFtNd,4,1403913600,2020,6
252,A8R89360S6RZ3,1t2Vd853zKMeKqPjFtNd,1,1399852800,2020,5
253,A1B9XPHEGQ986Y,1t2Vd853zKMeKqPjFtNd,5,1402012800,2020,6
254,ABKY0V59DOJ5Y,1t2Vd853zKMeKqPjFtNd,5,1392422400,2020,2
255,A3DHGDJ779MMSD,1t2Vd853zKMeKqPjFtNd,5,1377216000,2019,8
256,AH9GYBKL6KJOF,1t2Vd853zKMeKqPjFtNd,4,1402358400,2020,6
257,A2Z1MC0VM2SCZ7,1t2Vd853zKMeKqPjFtNd,5,1387065600,2019,12
258,AWL41OE56O3O3,1t2Vd853zKMeKqPjFtNd,4,1373414400,2019,7
259,A3AOPVHGVIEHFK,1t2Vd853zKMeKqPjFtNd,5,1390435200,2020,1
260,A1G8D0R2YLCJPR,1t2Vd853zKMeKqPjFtNd,5,1396310400,2020,4
261,A1E5TTW0XXZIE7,1t2Vd853zKMeKqPjFtNd,4,1363478400,2019,3
262,AV434O5MUBGN5,1t2Vd853zKMeKqPjFtNd,5,1390521600,2020,1
263,A1CT0SH9XKNIDY,1t2Vd853zKMeKqPjFtNd,4,1361491200,2019,2
264,A1FGEAEGWVYJ2I,1t2Vd853zKMeKqPjFtNd,4,1389312000,2020,1
265,A2WDW3VRWKRRWV,1t2Vd853zKMeKqPjFtNd,4,1386028800,2019,12
266,A86RECWKC0IKS,1t2Vd853zKMeKqPjFtNd,5,1358035200,2019,1
267,A2GMXV65XFTCR6,1t2Vd853zKMeKqPjFtNd,2,1370044800,2019,6
268,A2TSBFY4ZZIMXW,1t2Vd853zKMeKqPjFtNd,1,1399766400,2020,5
269,AGQ844D0UXGBF,1t2Vd853zKMeKqPjFtNd,5,1377907200,2019,8
270,A3E13GVY40E6T5,1t2Vd853zKMeKqPjFtNd,4,1383004800,2019,10
271,A1E09RWAID7HCH,1t2Vd853zKMeKqPjFtNd,4,1372636800,2019,7
272,A2ME4DLS0Q488W,1t2Vd853zKMeKqPjFtNd,5,1374796800,2019,7
273,A2HZV40RNSZ381,1t2Vd853zKMeKqPjFtNd,2,1362182400,2019,3
274,AS498SIPUF2PU,1t2Vd853zKMeKqPjFtNd,5,1368489600,2019,5
275,AL4XKV2S6IXQS,1t2Vd853zKMeKqPjFtNd,5,1369440000,2019,5
276,A138ATFNJU102C,1t2Vd853zKMeKqPjFtNd,2,1383955200,2019,11
277,A1B0Q1X54GILZP,1t2Vd853zKMeKqPjFtNd,3,1395446400,2020,3
278,A22HDI6Y0ERZLN,1t2Vd853zKMeKqPjFtNd,1,1389916800,2020,1
279,A3SK4E6TWXE367,1t2Vd853zKMeKqPjFtNd,4,1395532800,2020,3
280,A3CHPIP8HRFNC8,1t2Vd853zKMeKqPjFtNd,5,1403222400,2020,6
281,A1GIGGY4X47QMA,1t2Vd853zKMeKqPjFtNd,3,1392508800,2020,2
282,A3V6ZQWSMLRXEJ,1t2Vd853zKMeKqPjFtNd,5,1405296000,2020,7
283,A38L32Q21P5T95,1t2Vd853zKMeKqPjFtNd,5,1390521600,2020,1
284,A3BWP3PY4IUMTH,1t2Vd853zKMeKqPjFtNd,5,1391472000,2020,2
285,A1NRLEB0KOB65O,1t2Vd853zKMeKqPjFtNd,5,1391644800,2020,2
286,A3UQXZCB1CXFNL,1t2Vd853zKMeKqPjFtNd,1,1403654400,2020,6
287,A3T58OUIBEL24K,1t2Vd853zKMeKqPjFtNd,4,1401580800,2020,6
288,A3AAAZ446W2B3B,1t2Vd853zKMeKqPjFtNd,5,1393459200,2020,2
289,A38L32Q21P5T95,1t2Vd853zKMeKqPjFtNd,5,1391644800,2020,2
290,A3ILSW0GC00YY,1t2Vd853zKMeKqPjFtNd,5,1396915200,2020,4
291,A1NRLEB0KOB65O,1t2Vd853zKMeKqPjFtNd,5,1391644800,2020,2
